FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink,BlinkStatus,LeftEyeClosure,RightEyeClosure,EyeClosureMean
0,0,0,2026-07-14 11:56:03.292,0.0000,0.0000,0.0000,0.0002,0.0107,0,BelowThreshold,0.0000,0.0000,0.0000
1,0,0,2026-07-14 11:56:03.324,0.0000,-0.0001,0.0000,0.0016,0.0093,0,BelowThreshold,0.0000,0.0000,0.0000
2,0,0,2026-07-14 11:56:03.334,0.0000,-0.0001,-0.0001,0.0016,0.0093,0,BelowThreshold,0.0000,0.0000,0.0000
3,0,0,2026-07-14 11:56:03.357,0.0001,-0.0002,-0.0001,0.0016,0.0094,0,BelowThreshold,0.0000,0.0000,0.0000
4,0,0,2026-07-14 11:56:03.369,0.0001,-0.0002,-0.0001,0.0016,0.0094,0,BelowThreshold,0.0000,0.0000,0.0000
5,0,0,2026-07-14 11:56:03.390,0.0001,-0.0001,0.0000,0.0015,0.0126,0,BelowThreshold,0.0000,0.0000,0.0000
6,0,0,2026-07-14 11:56:03.402,0.0002,-0.0001,0.0000,0.0039,0.0125,0,BelowThreshold,0.0000,0.0000,0.0000
7,0,0,2026-07-14 11:56:03.412,0.0002,-0.0001,0.0001,0.0014,0.0117,0,BelowThreshold,0.0000,0.0000,0.0000
8,0,0,2026-07-14 11:56:03.435,0.0003,-0.0001,0.0001,0.0048,0.0123,0,BelowThreshold,0.0000,0.0000,0.0000
9,0,0,2026-07-14 11:56:03.457,0.0004,-0.0001,0.0001,0.0079,0.0127,0,BelowThreshold,0.0000,0.0000,0.0000
10,0,0,2026-07-14 11:56:03.469,0.0004,-0.0001,0.0002,0.0079,0.0122,0,BelowThreshold,0.0000,0.0000,0.0000
11,0,0,2026-07-14 11:56:03.491,0.0004,-0.0002,0.0003,-0.0235,0.0056,0,BelowThreshold,0.0056,0.0058,0.0057
12,0,0,2026-07-14 11:56:03.502,0.0004,-0.0002,0.0004,-0.0480,0.0065,0,BelowThreshold,0.0056,0.0058,0.0057
13,0,0,2026-07-14 11:56:03.523,0.0004,-0.0003,0.0005,-0.0575,0.0069,0,BelowThreshold,0.0266,0.0808,0.0537
14,0,0,2026-07-14 11:56:03.535,0.0004,-0.0003,0.0005,-0.0690,-0.0046,0,BelowThreshold,0.0266,0.0808,0.0537
15,0,0,2026-07-14 11:56:03.557,0.0004,-0.0003,0.0006,-0.0788,-0.0139,0,BelowThreshold,0.0013,0.0329,0.0171
16,0,0,2026-07-14 11:56:03.569,0.0004,-0.0003,0.0007,-0.0857,-0.0259,0,BelowThreshold,0.0013,0.0329,0.0171
17,0,0,2026-07-14 11:56:03.591,0.0003,-0.0003,0.0007,-0.0900,-0.0256,0,BelowThreshold,0.0013,0.0329,0.0171
18,0,0,2026-07-14 11:56:03.602,0.0003,-0.0003,0.0008,-0.0900,-0.0256,0,BelowThreshold,0.0013,0.0329,0.0171
19,0,0,2026-07-14 11:56:03.613,0.0002,-0.0003,0.0008,-0.0994,-0.0253,0,BelowThreshold,0.0013,0.0329,0.0171
20,0,0,2026-07-14 11:56:03.636,0.0001,-0.0004,0.0008,-0.1235,-0.0289,0,BelowThreshold,0.0554,0.0000,0.0277
21,0,0,2026-07-14 11:56:03.646,0.0001,-0.0004,0.0008,-0.1545,-0.0285,0,BelowThreshold,0.0554,0.0000,0.0277
22,0,0,2026-07-14 11:56:03.668,0.0000,-0.0003,0.0009,-0.1907,-0.0218,0,BelowThreshold,0.0554,0.0000,0.0277
23,0,0,2026-07-14 11:56:03.680,-0.0001,-0.0003,0.0010,-0.2243,-0.0187,0,BelowThreshold,0.0554,0.0000,0.0277
24,0,0,2026-07-14 11:56:03.702,-0.0002,-0.0001,0.0011,-0.2491,-0.0196,0,BelowThreshold,0.0182,0.0000,0.0091
25,0,0,2026-07-14 11:56:03.724,-0.0003,-0.0001,0.0011,-0.2643,-0.0196,0,BelowThreshold,0.0028,0.0000,0.0014
26,0,0,2026-07-14 11:56:03.736,-0.0004,-0.0001,0.0011,-0.2660,-0.0205,0,BelowThreshold,0.0028,0.0000,0.0014
27,0,0,2026-07-14 11:56:03.746,-0.0005,-0.0001,0.0011,-0.2660,-0.0205,0,BelowThreshold,0.0028,0.0000,0.0014
28,0,0,2026-07-14 11:56:03.769,-0.0006,-0.0001,0.0011,-0.2660,-0.0165,0,BelowThreshold,0.0008,0.0000,0.0004
29,0,0,2026-07-14 11:56:03.790,-0.0008,-0.0001,0.0012,-0.2634,-0.0164,0,BelowThreshold,0.0008,0.0000,0.0004
30,0,0,2026-07-14 11:56:03.802,-0.0009,-0.0001,0.0011,-0.2708,-0.0164,0,BelowThreshold,0.0008,0.0000,0.0004
31,0,0,2026-07-14 11:56:03.813,-0.0010,-0.0001,0.0011,-0.2708,-0.0164,0,BelowThreshold,0.0008,0.0000,0.0004
32,0,0,2026-07-14 11:56:03.835,-0.0011,-0.0002,0.0011,-0.2695,-0.0156,0,BelowThreshold,0.0002,0.0000,0.0001
33,0,0,2026-07-14 11:56:03.845,-0.0012,-0.0002,0.0010,-0.2696,-0.0155,0,BelowThreshold,0.0002,0.0000,0.0001
34,0,0,2026-07-14 11:56:03.869,-0.0014,-0.0002,0.0011,-0.2644,-0.0156,0,BelowThreshold,0.0000,0.0000,0.0000
35,0,0,2026-07-14 11:56:03.891,-0.0016,-0.0001,0.0011,-0.2644,-0.0157,0,BelowThreshold,0.0000,0.0000,0.0000
36,0,0,2026-07-14 11:56:03.902,-0.0017,-0.0001,0.0010,-0.2621,-0.0143,0,BelowThreshold,0.0000,0.0000,0.0000
37,0,0,2026-07-14 11:56:03.924,-0.0018,-0.0001,0.0009,-0.2621,-0.0143,0,BelowThreshold,0.0000,0.0000,0.0000
38,0,0,2026-07-14 11:56:03.936,-0.0019,0.0000,0.0009,-0.2627,-0.0143,0,BelowThreshold,0.0000,0.0000,0.0000
39,0,0,2026-07-14 11:56:03.946,-0.0019,0.0000,0.0009,-0.2627,-0.0143,0,BelowThreshold,0.0000,0.0000,0.0000
40,0,0,2026-07-14 11:56:03.969,-0.0020,0.0001,0.0010,-0.2595,-0.0183,0,BelowThreshold,0.0000,0.0000,0.0000
41,0,0,2026-07-14 11:56:03.991,-0.0020,0.0003,0.0010,-0.2509,-0.0142,0,BelowThreshold,0.0000,0.0000,0.0000
42,0,0,2026-07-14 11:56:04.002,-0.0020,0.0003,0.0010,-0.2508,-0.0142,0,BelowThreshold,0.0000,0.0000,0.0000
43,0,0,2026-07-14 11:56:04.024,-0.0020,0.0003,0.0010,-0.1547,-0.0110,0,BelowThreshold,0.0054,0.0000,0.0027
44,0,0,2026-07-14 11:56:04.034,-0.0020,0.0003,0.0009,-0.1110,-0.0126,0,BelowThreshold,0.0054,0.0000,0.0027
45,0,0,2026-07-14 11:56:04.058,-0.0021,0.0003,0.0011,-0.0744,-0.0138,0,BelowThreshold,0.0054,0.0000,0.0027
46,0,0,2026-07-14 11:56:04.068,-0.0022,0.0003,0.0011,-0.0546,-0.0145,0,BelowThreshold,0.0009,0.0000,0.0005
47,0,0,2026-07-14 11:56:04.079,-0.0022,0.0003,0.0011,-0.0417,-0.0238,0,BelowThreshold,0.0009,0.0000,0.0005
48,0,0,2026-07-14 11:56:04.102,-0.0023,0.0003,0.0011,-0.0314,-0.0337,0,BelowThreshold,0.0131,0.0000,0.0065
49,0,0,2026-07-14 11:56:04.124,-0.0024,0.0002,0.0011,-0.0321,-0.0474,0,BelowThreshold,0.0131,0.0000,0.0065
50,0,0,2026-07-14 11:56:04.135,-0.0025,0.0002,0.0011,-0.0298,-0.0624,0,BelowThreshold,0.0156,0.0000,0.0078
51,0,0,2026-07-14 11:56:04.146,-0.0025,0.0001,0.0011,-0.0298,-0.0624,0,BelowThreshold,0.0156,0.0000,0.0078
52,0,0,2026-07-14 11:56:04.169,-0.0027,0.0000,0.0012,-0.0296,-0.0636,0,BelowThreshold,0.0156,0.0000,0.0078
53,0,0,2026-07-14 11:56:04.192,-0.0029,-0.0001,0.0012,-0.0283,-0.0637,0,BelowThreshold,0.0232,0.0000,0.0116
54,0,0,2026-07-14 11:56:04.202,-0.0029,-0.0002,0.0012,-0.0341,-0.0640,0,BelowThreshold,0.0182,0.0000,0.0091
55,0,0,2026-07-14 11:56:04.223,-0.0031,-0.0004,0.0012,-0.0341,-0.0637,0,BelowThreshold,0.0182,0.0000,0.0091
56,0,0,2026-07-14 11:56:04.236,-0.0032,-0.0004,0.0012,-0.0342,-0.0637,0,BelowThreshold,0.0154,0.0000,0.0077
57,0,0,2026-07-14 11:56:04.245,-0.0033,-0.0004,0.0013,-0.0342,-0.0637,0,BelowThreshold,0.0154,0.0000,0.0077
58,0,0,2026-07-14 11:56:04.269,-0.0034,-0.0005,0.0013,-0.0253,-0.0845,0,BelowThreshold,0.0224,0.0000,0.0112
59,0,0,2026-07-14 11:56:04.291,-0.0035,-0.0004,0.0015,-0.0273,-0.1237,0,BelowThreshold,0.0268,0.0000,0.0134
60,0,0,2026-07-14 11:56:04.302,-0.0036,-0.0004,0.0015,-0.0330,-0.1625,0,BelowThreshold,0.0268,0.0000,0.0134
61,0,0,2026-07-14 11:56:04.313,-0.0036,-0.0004,0.0016,-0.0338,-0.1760,0,BelowThreshold,0.0434,0.0000,0.0217
62,0,0,2026-07-14 11:56:04.335,-0.0037,-0.0005,0.0016,-0.0317,-0.1761,0,BelowThreshold,0.0434,0.0000,0.0217
63,0,0,2026-07-14 11:56:04.347,-0.0038,-0.0005,0.0016,-0.0317,-0.1761,0,BelowThreshold,0.0434,0.0000,0.0217
64,0,0,2026-07-14 11:56:04.369,-0.0039,-0.0006,0.0017,-0.0323,-0.1742,0,BelowThreshold,0.0294,0.0001,0.0147
65,0,0,2026-07-14 11:56:04.391,-0.0040,-0.0007,0.0017,-0.0323,-0.1742,0,BelowThreshold,0.0294,0.0001,0.0147
66,0,0,2026-07-14 11:56:04.402,-0.0041,-0.0007,0.0017,-0.0323,-0.1742,0,BelowThreshold,0.0294,0.0001,0.0147
67,0,0,2026-07-14 11:56:04.424,-0.0041,-0.0008,0.0017,-0.0308,-0.1718,0,BelowThreshold,0.0137,0.0001,0.0069
68,0,0,2026-07-14 11:56:04.436,-0.0042,-0.0009,0.0017,-0.0309,-0.1718,0,BelowThreshold,0.0338,0.0001,0.0169
69,0,1,2026-07-14 11:56:04.459,-0.0042,-0.0009,0.0017,-0.0347,-0.1721,0,BelowThreshold,0.0338,0.0001,0.0169
70,0,1,2026-07-14 11:56:04.468,-0.0042,-0.0009,0.0018,-0.0358,-0.1704,0,BelowThreshold,0.0338,0.0001,0.0169
71,0,1,2026-07-14 11:56:04.480,-0.0043,-0.0008,0.0018,-0.0358,-0.1715,0,BelowThreshold,0.0338,0.0001,0.0169
72,0,1,2026-07-14 11:56:04.501,-0.0043,-0.0008,0.0019,-0.0335,-0.1734,0,BelowThreshold,0.0296,0.0001,0.0148
73,0,1,2026-07-14 11:56:04.524,-0.0043,-0.0008,0.0019,-0.0367,-0.1734,0,BelowThreshold,0.0296,0.0001,0.0148
74,0,1,2026-07-14 11:56:04.535,-0.0044,-0.0009,0.0018,-0.0338,-0.1708,0,BelowThreshold,0.0098,0.0001,0.0050
75,0,1,2026-07-14 11:56:04.546,-0.0044,-0.0009,0.0018,-0.0338,-0.1708,0,BelowThreshold,0.0098,0.0001,0.0050
76,0,1,2026-07-14 11:56:04.569,-0.0044,-0.0009,0.0017,-0.0360,-0.1707,0,BelowThreshold,0.0098,0.0001,0.0050
77,0,1,2026-07-14 11:56:04.579,-0.0044,-0.0009,0.0017,-0.0360,-0.1707,0,BelowThreshold,0.0098,0.0001,0.0050
78,0,1,2026-07-14 11:56:04.602,-0.0044,-0.0009,0.0016,-0.0351,-0.1705,0,BelowThreshold,0.0098,0.0001,0.0050
79,0,1,2026-07-14 11:56:04.613,-0.0044,-0.0009,0.0015,-0.0351,-0.1705,0,BelowThreshold,0.0239,0.0001,0.0120
80,0,1,2026-07-14 11:56:04.634,-0.0044,-0.0009,0.0014,-0.0355,-0.1694,0,BelowThreshold,0.0239,0.0001,0.0120
81,0,1,2026-07-14 11:56:04.658,-0.0044,-0.0008,0.0012,-0.0355,-0.1694,0,BelowThreshold,0.0335,0.0001,0.0168
82,0,1,2026-07-14 11:56:04.668,-0.0045,-0.0008,0.0012,-0.0355,-0.1694,0,BelowThreshold,0.0335,0.0001,0.0168
83,0,1,2026-07-14 11:56:04.679,-0.0045,-0.0007,0.0012,-0.0362,-0.1706,0,BelowThreshold,0.0365,0.0001,0.0183
84,0,1,2026-07-14 11:56:04.702,-0.0045,-0.0007,0.0010,-0.0336,-0.1712,0,BelowThreshold,0.0365,0.0001,0.0183
85,0,1,2026-07-14 11:56:04.724,-0.0044,-0.0006,0.0009,-0.0135,-0.1792,0,BelowThreshold,0.0456,0.0001,0.0228
86,0,1,2026-07-14 11:56:04.736,-0.0044,-0.0005,0.0008,-0.0135,-0.1833,0,BelowThreshold,0.0456,0.0001,0.0228
87,0,1,2026-07-14 11:56:04.747,-0.0043,-0.0004,0.0008,-0.0084,-0.1837,0,BelowThreshold,0.0456,0.0001,0.0228
88,0,1,2026-07-14 11:56:04.768,-0.0043,-0.0003,0.0007,-0.0084,-0.1837,0,BelowThreshold,0.0300,0.0002,0.0151
89,0,1,2026-07-14 11:56:04.779,-0.0043,-0.0003,0.0007,-0.0084,-0.1838,0,BelowThreshold,0.0300,0.0002,0.0151
90,0,1,2026-07-14 11:56:04.802,-0.0042,-0.0002,0.0006,-0.0084,-0.1828,0,BelowThreshold,0.0300,0.0002,0.0151
91,0,1,2026-07-14 11:56:04.824,-0.0040,-0.0002,0.0006,-0.0109,-0.1855,0,BelowThreshold,0.0278,0.0003,0.0141
92,0,1,2026-07-14 11:56:04.835,-0.0040,-0.0001,0.0005,-0.0109,-0.1855,0,BelowThreshold,0.0278,0.0003,0.0141
93,0,1,2026-07-14 11:56:04.857,-0.0039,-0.0002,0.0006,-0.0089,-0.1888,0,BelowThreshold,0.0278,0.0003,0.0141
94,0,1,2026-07-14 11:56:04.869,-0.0039,-0.0002,0.0006,-0.0076,-0.1889,0,BelowThreshold,0.0448,0.0003,0.0226
95,0,1,2026-07-14 11:56:04.880,-0.0038,-0.0003,0.0006,-0.0076,-0.1890,0,BelowThreshold,0.0448,0.0003,0.0226
96,0,1,2026-07-14 11:56:04.902,-0.0037,-0.0003,0.0005,0.0579,-0.1536,0,BelowThreshold,0.0412,0.0003,0.0207
97,0,1,2026-07-14 11:56:04.924,-0.0036,-0.0003,0.0005,0.1296,-0.1296,0,BelowThreshold,0.0412,0.0003,0.0207
98,0,1,2026-07-14 11:56:04.935,-0.0035,-0.0003,0.0005,0.1655,-0.1216,0,BelowThreshold,0.0184,0.0001,0.0093
99,0,1,2026-07-14 11:56:04.945,-0.0035,-0.0004,0.0006,0.1656,-0.1216,0,BelowThreshold,0.0184,0.0001,0.0093
100,0,1,2026-07-14 11:56:04.969,-0.0035,-0.0004,0.0006,0.1708,-0.1090,0,BelowThreshold,0.0184,0.0001,0.0093
101,0,1,2026-07-14 11:56:04.991,-0.0035,-0.0004,0.0006,0.1706,-0.1102,0,BelowThreshold,0.0259,0.0000,0.0129
102,0,1,2026-07-14 11:56:05.002,-0.0035,-0.0004,0.0006,0.1706,-0.1102,0,BelowThreshold,0.0259,0.0000,0.0129
103,0,1,2026-07-14 11:56:05.013,-0.0036,-0.0004,0.0007,0.1710,-0.1061,0,BelowThreshold,0.0259,0.0000,0.0129
104,0,1,2026-07-14 11:56:05.036,-0.0037,-0.0004,0.0007,0.1973,-0.0946,0,BelowThreshold,0.0122,0.0000,0.0061
105,0,1,2026-07-14 11:56:05.057,-0.0038,-0.0005,0.0007,0.2656,-0.0762,0,BelowThreshold,0.0122,0.0000,0.0061
106,0,1,2026-07-14 11:56:05.069,-0.0039,-0.0005,0.0008,0.2656,-0.0763,0,BelowThreshold,0.0240,0.0000,0.0120
107,0,1,2026-07-14 11:56:05.080,-0.0040,-0.0005,0.0008,0.2800,-0.0757,0,BelowThreshold,0.0240,0.0000,0.0120
108,0,1,2026-07-14 11:56:05.102,-0.0041,-0.0006,0.0008,0.3061,-0.0579,0,BelowThreshold,0.0172,0.0000,0.0086
109,0,1,2026-07-14 11:56:05.125,-0.0042,-0.0007,0.0009,0.3061,-0.0580,0,BelowThreshold,0.0172,0.0000,0.0086
110,0,1,2026-07-14 11:56:05.135,-0.0042,-0.0007,0.0008,0.3061,-0.0581,0,BelowThreshold,0.0172,0.0000,0.0086
111,0,1,2026-07-14 11:56:05.147,-0.0042,-0.0008,0.0009,0.3086,-0.0539,0,BelowThreshold,0.0117,0.0000,0.0059
112,0,1,2026-07-14 11:56:05.169,-0.0043,-0.0009,0.0008,0.3087,-0.0499,0,BelowThreshold,0.0109,0.0000,0.0055
113,0,1,2026-07-14 11:56:05.191,-0.0042,-0.0009,0.0008,0.3072,-0.0519,0,BelowThreshold,0.0109,0.0000,0.0055
114,0,1,2026-07-14 11:56:05.202,-0.0041,-0.0009,0.0008,0.3068,-0.0529,0,BelowThreshold,0.0109,0.0000,0.0054
115,0,1,2026-07-14 11:56:05.225,-0.0040,-0.0009,0.0007,0.3072,-0.0531,0,BelowThreshold,0.0109,0.0000,0.0054
116,0,1,2026-07-14 11:56:05.235,-0.0039,-0.0008,0.0007,0.3075,-0.0547,0,BelowThreshold,0.0109,0.0000,0.0054
117,0,1,2026-07-14 11:56:05.247,-0.0038,-0.0007,0.0008,0.3092,-0.0548,0,BelowThreshold,0.0109,0.0000,0.0054
118,0,1,2026-07-14 11:56:05.268,-0.0036,-0.0005,0.0009,0.3073,-0.0519,0,BelowThreshold,0.0109,0.0000,0.0054
119,0,1,2026-07-14 11:56:05.280,-0.0035,-0.0005,0.0008,0.3073,-0.0520,0,BelowThreshold,0.0109,0.0000,0.0054
120,0,1,2026-07-14 11:56:05.302,-0.0034,-0.0005,0.0006,0.3007,-0.0492,0,BelowThreshold,0.0030,0.0000,0.0015
121,0,1,2026-07-14 11:56:05.323,-0.0032,-0.0005,0.0004,0.2965,-0.0466,0,BelowThreshold,0.0006,0.0000,0.0003
122,0,1,2026-07-14 11:56:05.336,-0.0031,-0.0005,0.0003,0.2965,-0.0466,0,BelowThreshold,0.0006,0.0000,0.0003
123,0,1,2026-07-14 11:56:05.357,-0.0028,-0.0004,0.0001,0.3004,-0.0367,0,BelowThreshold,0.0006,0.0000,0.0003
124,0,1,2026-07-14 11:56:05.369,-0.0028,-0.0003,0.0000,0.3030,-0.0223,0,BelowThreshold,0.0002,0.0000,0.0001
125,0,1,2026-07-14 11:56:05.391,-0.0026,-0.0002,-0.0002,0.3031,-0.0224,0,BelowThreshold,0.0002,0.0000,0.0001
126,0,1,2026-07-14 11:56:05.402,-0.0025,-0.0001,-0.0002,0.3045,-0.0142,0,BelowThreshold,0.0001,0.0000,0.0000
127,0,1,2026-07-14 11:56:05.412,-0.0024,-0.0001,-0.0002,0.3045,-0.0143,0,BelowThreshold,0.0001,0.0000,0.0000
128,0,1,2026-07-14 11:56:05.436,-0.0022,0.0000,-0.0003,0.3048,-0.0119,0,BelowThreshold,0.0001,0.0000,0.0000
129,0,1,2026-07-14 11:56:05.457,-0.0020,0.0001,-0.0004,0.3022,-0.0109,0,BelowThreshold,0.0000,0.0000,0.0000
130,0,1,2026-07-14 11:56:05.469,-0.0019,0.0002,-0.0005,0.3023,-0.0109,0,BelowThreshold,0.0000,0.0000,0.0000
131,0,1,2026-07-14 11:56:05.480,-0.0018,0.0002,-0.0005,0.2995,-0.0093,0,BelowThreshold,0.0000,0.0000,0.0000
132,0,1,2026-07-14 11:56:05.502,-0.0015,0.0003,-0.0006,0.2995,-0.0093,0,BelowThreshold,0.0000,0.0000,0.0000
133,0,1,2026-07-14 11:56:05.524,-0.0013,0.0004,-0.0007,0.2990,-0.0113,0,BelowThreshold,0.0000,0.0000,0.0000
134,0,1,2026-07-14 11:56:05.535,-0.0012,0.0004,-0.0007,0.2946,-0.0111,0,BelowThreshold,0.0000,0.0000,0.0000
135,0,1,2026-07-14 11:56:05.546,-0.0011,0.0005,-0.0007,0.2595,-0.0050,0,BelowThreshold,0.0000,0.0000,0.0000
136,0,1,2026-07-14 11:56:05.569,-0.0008,0.0008,-0.0007,0.2595,-0.0050,0,BelowThreshold,0.0000,0.0000,0.0000
137,0,1,2026-07-14 11:56:05.590,-0.0006,0.0009,-0.0006,0.1506,0.0056,0,BelowThreshold,0.0000,0.0000,0.0000
138,0,2,2026-07-14 11:56:05.602,-0.0004,0.0010,-0.0006,0.1067,0.0128,0,BelowThreshold,0.0000,0.0000,0.0000
139,0,2,2026-07-14 11:56:05.613,-0.0003,0.0010,-0.0005,0.1067,0.0127,0,BelowThreshold,0.0000,0.0000,0.0000
140,0,2,2026-07-14 11:56:05.635,-0.0001,0.0010,-0.0004,0.0777,0.0173,0,BelowThreshold,0.0000,0.0000,0.0000
141,0,2,2026-07-14 11:56:05.657,0.0002,0.0011,-0.0004,0.0777,0.0173,0,BelowThreshold,0.0000,0.0000,0.0000
142,0,2,2026-07-14 11:56:05.669,0.0003,0.0011,-0.0004,0.0777,0.0173,0,BelowThreshold,0.0000,0.0000,0.0000
143,0,2,2026-07-14 11:56:05.679,0.0004,0.0011,-0.0004,0.0769,0.0158,0,BelowThreshold,0.0000,0.0000,0.0000
144,0,2,2026-07-14 11:56:05.702,0.0007,0.0011,-0.0004,0.0756,0.0161,0,BelowThreshold,0.0000,0.0000,0.0000
145,0,2,2026-07-14 11:56:05.724,0.0009,0.0011,-0.0004,0.0752,0.0157,0,BelowThreshold,0.0000,0.0000,0.0000
146,0,2,2026-07-14 11:56:05.734,0.0011,0.0012,-0.0004,0.0752,0.0157,0,BelowThreshold,0.0000,0.0000,0.0000
147,0,2,2026-07-14 11:56:05.746,0.0012,0.0012,-0.0004,0.0752,0.0157,0,BelowThreshold,0.0000,0.0000,0.0000
148,0,2,2026-07-14 11:56:05.769,0.0014,0.0012,-0.0004,0.0748,0.0178,0,BelowThreshold,0.0000,0.0000,0.0000
149,0,2,2026-07-14 11:56:05.791,0.0016,0.0012,-0.0004,0.0731,0.0154,0,BelowThreshold,0.0000,0.0000,0.0000
150,0,2,2026-07-14 11:56:05.802,0.0016,0.0013,-0.0005,0.0731,0.0154,0,BelowThreshold,0.0000,0.0000,0.0000
151,0,2,2026-07-14 11:56:05.824,0.0018,0.0013,-0.0005,0.0753,0.0153,0,BelowThreshold,0.0000,0.0000,0.0000
152,0,2,2026-07-14 11:56:05.835,0.0018,0.0013,-0.0006,0.0752,0.0153,0,BelowThreshold,0.0000,0.0000,0.0000
153,0,2,2026-07-14 11:56:05.846,0.0019,0.0013,-0.0006,0.0753,0.0153,0,BelowThreshold,0.0000,0.0000,0.0000
154,0,2,2026-07-14 11:56:05.869,0.0019,0.0013,-0.0006,0.0137,0.0159,0,BelowThreshold,0.0000,0.0000,0.0000
155,0,2,2026-07-14 11:56:05.879,0.0019,0.0013,-0.0006,-0.0124,0.0182,0,BelowThreshold,0.0000,0.0000,0.0000
156,0,2,2026-07-14 11:56:05.902,0.0019,0.0013,-0.0007,-0.0124,0.0182,0,BelowThreshold,0.0000,0.0000,0.0000
157,0,2,2026-07-14 11:56:05.924,0.0018,0.0014,-0.0007,-0.0265,0.0176,0,BelowThreshold,0.0000,0.0000,0.0000
158,0,2,2026-07-14 11:56:05.935,0.0018,0.0014,-0.0008,-0.0264,0.0194,0,BelowThreshold,0.0000,0.0000,0.0000
159,0,2,2026-07-14 11:56:05.946,0.0017,0.0015,-0.0008,-0.0263,0.0194,0,BelowThreshold,0.0000,0.0000,0.0000
160,0,2,2026-07-14 11:56:05.968,0.0016,0.0016,-0.0009,-0.0283,0.0170,0,BelowThreshold,0.0000,0.0000,0.0000
161,0,2,2026-07-14 11:56:05.991,0.0015,0.0018,-0.0009,-0.0284,0.0170,0,BelowThreshold,0.0000,0.0000,0.0000
162,0,2,2026-07-14 11:56:06.002,0.0014,0.0018,-0.0009,-0.0284,0.0166,0,BelowThreshold,0.0000,0.0000,0.0000
163,0,2,2026-07-14 11:56:06.024,0.0013,0.0019,-0.0010,-0.0282,0.0174,0,BelowThreshold,0.0000,0.0000,0.0000
164,0,2,2026-07-14 11:56:06.036,0.0011,0.0020,-0.0010,-0.0282,0.0174,0,BelowThreshold,0.0000,0.0000,0.0000
165,0,2,2026-07-14 11:56:06.058,0.0009,0.0021,-0.0011,-0.0597,0.0226,0,BelowThreshold,0.0000,0.0000,0.0000
166,0,2,2026-07-14 11:56:06.069,0.0008,0.0022,-0.0011,-0.0597,0.0226,0,BelowThreshold,0.0000,0.0000,0.0000
167,0,2,2026-07-14 11:56:06.079,0.0007,0.0022,-0.0011,-0.0958,0.0243,0,BelowThreshold,0.0000,0.0000,0.0000
168,0,2,2026-07-14 11:56:06.102,0.0004,0.0023,-0.0012,-0.1808,0.0206,0,BelowThreshold,0.0000,0.0000,0.0000
169,0,2,2026-07-14 11:56:06.124,0.0001,0.0023,-0.0013,-0.1897,0.0191,0,BelowThreshold,0.0000,0.0000,0.0000
