FrameIndex,Block,Trial,Time,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftGazeDirX,LeftGazeDirY,LeftGazeDirZ,LeftConf,RightGazeDirX,RightGazeDirY,RightGazeDirZ,RightConf,GazeRawX,GazeRawY,GazeCorrX,GazeCorrY,IsBlink
7257,2,6,79.3603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7258,2,6,79.3685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7259,2,6,79.3705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7260,2,6,79.3720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7261,2,6,79.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7262,2,6,79.3763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7263,2,6,79.3778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7264,2,6,79.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7265,2,6,79.3824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7266,2,6,79.3850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7267,2,6,79.3879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7268,2,6,79.3901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7269,2,6,79.3925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7270,2,6,79.3949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7271,2,6,79.3975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7272,2,6,79.3999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7273,2,6,79.4023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7274,2,6,79.4048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7275,2,6,79.4073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7276,2,6,79.4097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7277,2,6,79.4123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7278,2,6,79.4146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7279,2,6,79.4177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7280,2,6,79.4196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7281,2,6,79.4221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7282,2,6,79.4247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7283,2,6,79.4271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7284,2,6,79.4298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7285,2,6,79.4372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7286,2,6,79.4390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7287,2,6,79.4411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7288,2,6,79.4428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7289,2,6,79.4442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7290,2,6,79.4460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7291,2,6,79.4489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7292,2,6,79.4508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7293,2,6,79.4534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7294,2,6,79.4558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7295,2,6,79.4585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7296,2,6,79.4609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7297,2,6,79.4633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7298,2,6,79.4663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7299,2,6,79.4738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7300,2,6,79.4755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7301,2,6,79.4772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7302,2,6,79.4788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7303,2,6,79.4805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7304,2,6,79.4826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7305,2,6,79.4852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7306,2,6,79.4876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7307,2,6,79.4911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7308,2,6,79.4926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7309,2,6,79.4950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7310,2,6,79.4974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7311,2,6,79.4999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7312,2,6,79.5026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7313,2,6,79.5049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7314,2,6,79.5073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7315,2,6,79.5098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7316,2,6,79.5123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7317,2,6,79.5148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7318,2,6,79.5173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7319,2,6,79.5198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7320,2,6,79.5223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7321,2,6,79.5249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7322,2,6,79.5272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7323,2,6,79.5296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7324,2,6,79.5323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7325,2,6,79.5348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7326,2,6,79.5372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7327,2,6,79.5397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7328,2,6,79.5421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7329,2,6,79.5449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7330,2,6,79.5471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7331,2,6,79.5495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7332,2,6,79.5521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7333,2,6,79.5545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7334,2,6,79.5569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7335,2,6,79.5595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7336,2,6,79.5619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7337,2,6,79.5644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7338,2,6,79.5669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7339,2,6,79.5693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7340,2,6,79.5717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7341,2,6,79.5745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7342,2,6,79.5826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7343,2,6,79.5883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7344,2,6,79.5902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7345,2,6,79.5918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7346,2,6,79.5937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7347,2,6,79.5953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7348,2,6,79.5973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7349,2,6,79.6002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7350,2,6,79.6022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7351,2,6,79.6047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7352,2,6,79.6072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7353,2,6,79.6099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7354,2,6,79.6122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7355,2,6,79.6146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7356,2,6,79.6177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7357,2,6,79.6195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7358,2,6,79.6223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7359,2,6,79.6246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7360,2,6,79.6271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7361,2,6,79.6302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7362,2,6,79.6320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7363,2,6,79.6346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7364,2,6,79.6370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7365,2,6,79.6396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7366,2,6,79.6420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7367,2,6,79.6445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7368,2,6,79.6470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7369,2,6,79.6495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7370,2,6,79.6520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7371,2,6,79.6544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7372,2,6,79.6568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7373,2,6,79.6595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7374,2,6,79.6618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7375,2,6,79.6643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7376,2,6,79.6669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7377,2,6,79.6691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7378,2,6,79.6722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7379,2,6,79.6741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7380,2,6,79.6767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7381,2,6,79.6791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7382,2,6,79.6817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7383,2,6,79.6844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
7384,2,6,79.6923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
